attempt,status,description,strategy_sha256,days,total_return,annual_return,sharpe,max_drawdown,mean_turnover
0085,discard,Combine broader-entry forest champion with RSI reversal viaequal; both states tracked independently and maximum exposure100%. Unlike prior ensemble this uses10bp forest entry.,7dfd4a19375a1ca4561e16b6963d8557c6383bfcd50f26b845cf2e49c1d0ee6a,726,0.40799420527968144,0.1261090958391733,1.101890899223091,0.1169346462754467,0.1417017872661065
0086,discard,Feature ablation on forest+RSI union: remove native volume ratio; test whether model survives without volume-source conventions.,c42a1efee339ae9324f530083ca44545ec27501c7161379c81bb1304749a7578,726,0.30071347579072083,0.09555275778314587,0.6360669244443532,0.17997935244405505,0.18181818181818182
0087,discard,"Feature ablation on forest+RSI union: remove intraday OHLC/gap/IBS terms,retain close-based and relative-volume features.",d170aacd0f8be755481bfcbc928c037599fb5c4ef80910d5490109b908bf428c,726,0.06423545046084422,0.021844929448552097,0.2133811106494685,0.26673509624287384,0.14049586776859505
0088,discard,Feature compression on forest+RSI union: use seven simple return/MA-deviation features only; retain separate RSI reversal sleeve.,5d3f587fd6974273a40e634e41afa64b55d8868a3a58e1e8244025cc9808602b,726,0.21045149562621446,0.06854214600713116,0.45016842968494053,0.29483460753971114,0.1184573002754821
0089,discard,Add drawdown context to forest+RSI union: include current close relative to20/60/120-session closing highs; all features causal.,2e84f141193aa5fd0cb7be42a089c25c20027098bccf07104daaf5719c10e18d,726,-0.002174510973048327,-0.0007553253708869612,0.0881939710340588,0.22629438786916067,0.09917355371900827
0090,discard,"Contiguous-block bootstrap forest+RSI union: resample5-session feature/label blocks instead of independent rows,retain20 trees/depth3/minleaf120/5-day targets. Targets computed inside training before resampling; no synthetic cross-block returns.",de2ccb5948ce14e519a12722e1718801a0a8e09e769b6b7cfbe7943dac5101da,726,0.484053360823542,0.14686263221007279,0.900609802916392,0.25897400778416546,0.19559228650137742
0091,discard,"Contiguous-block bootstrap forest+RSI union: resample20-session feature/label blocks instead of independent rows,retain20 trees/depth3/minleaf120/5-day targets. Targets computed inside training before resampling; no synthetic cross-block returns.",7bff50c5964554e0c3d255ff8ab948a97d41b60d71c397ae72f2d0aad88375f9,726,0.2808622339511091,0.08971991999521567,0.5900891690789768,0.22236935705838534,0.1763085399449036
0092,discard,"Contiguous-block bootstrap forest+RSI union: resample60-session feature/label blocks instead of independent rows,retain20 trees/depth3/minleaf120/5-day targets. Targets computed inside training before resampling; no synthetic cross-block returns.",90d5f0bf63973a5f27becfb68520ff73e97e8c2fe613db9aa806bcdb4f70376a,726,0.39343613156800616,0.12205383095473854,0.8843562413271969,0.1373849233553568,0.1487603305785124
0093,discard,"Train-only threshold calibration for forest+RSI: first65% training prefix fits forest,remaining training suffix selects entry/exit from8 cost-aware candidates with purged5-session gap,then refit forest on all train; no validation tuning inside fit.",8dddd9f73f3e8cb39731974fe89a2dbd73f70a0dfff1fb3e6911a399068c157b,726,0.44996972720234285,0.13765056420653754,0.8001977337937966,0.22288866876126312,0.27823691460055094
0094,discard,"Train-only threshold calibration for forest+RSI: first80% training prefix fits forest,remaining training suffix selects entry/exit from8 cost-aware candidates with purged5-session gap,then refit forest on all train; no validation tuning inside fit.",c6b9a85758509e6e30fb9d1ff0b93157806e023bb84f222df46bb7d4c9e73074,726,0.42836554377742275,0.13173799237257744,0.8726494583855648,0.19327495972081443,0.05234159779614325
0095,discard,"Train-only directional forest+RSI union: classify sign of5-session training returns rather than estimate magnitude; signed-vote mean>.1 entry,negative exit; no reweighting of final reward.",fcd32486ea3f7246c3bd27dc7f1c55f6504100e30ac63434dd9798308e8528ac,726,0.23343095357562804,0.0755401808785392,0.6419490166870612,0.13924021923005958,0.03581267217630854
0096,discard,"Train-only directional forest+RSI union: classify sign of10-session training returns rather than estimate magnitude; signed-vote mean>.1 entry,negative exit; no reweighting of final reward.",8c9c85336e54b61d3c61723f08b988b29b057686328ee5c9e56d75e8b4a16892,726,-0.055288671130575895,-0.01954843968214337,-0.014737949698768052,0.29207986974087263,0.04132231404958678
0097,discard,"Train-only log-return forest+RSI: fit log(1+five-day return),same10bp forecast hurdle; tests multiplicative-growth target representation.",b36e4d9901673a9147017854e1bc777eddaeb07ede525a01e6eae91e4445994c,726,0.45598681299911825,0.13928705168611777,0.896950888516028,0.1634388743595585,0.21763085399449036
0098,discard,Train-only downside-sensitive forecast: target five-day return minus its squared negative part times5; unchanged final net-return reward and drawdown constraint.,80cfa019ce2603214a75d77ffb0f1e1ece0d9a5f83cf244c96e3aa1ad1ce9939,726,0.21332293777075795,0.06942131476684033,0.6098172848292684,0.2014171139635078,0.09641873278236915
0099,discard,"Random cutpoint tree ensemble+RSI: depth3,leaf120,4uniform cuts per chosen feature,bootstrap=True,trees=20,fixedseed711. Inspiration:Geurts/Ernst/Wehenkel,April2006,https://orbi.uliege.be/handle/2268/9357 . Local variant retaining return-shrunk leaves and5-day forecast,not exact library replication.",1805f2a622bf6965940bcc2c1d558cc33dfc74671d2eae19788084a29502971b,726,0.18614896429659433,0.061046163912501505,0.436606957838602,0.3079425556627011,0.29201101928374656
0100,discard,"Random cutpoint tree ensemble+RSI: depth3,leaf120,1uniform cuts per chosen feature,bootstrap=False,trees=60,fixedseed711. Inspiration:Geurts/Ernst/Wehenkel,April2006,https://orbi.uliege.be/handle/2268/9357 . Local variant retaining return-shrunk leaves and5-day forecast,not exact library replication.",ce5210a2a70aa6c4b04e169e9be4aafc5b984ee63b8a41777cd6d46bd9c03257,726,0.0552178988831844,0.01883119431362723,0.1943509816237941,0.326924656565834,0.1184573002754821
0101,discard,"Random cutpoint tree ensemble+RSI: depth3,leaf120,4uniform cuts per chosen feature,bootstrap=False,trees=60,fixedseed711. Inspiration:Geurts/Ernst/Wehenkel,April2006,https://orbi.uliege.be/handle/2268/9357 . Local variant retaining return-shrunk leaves and5-day forecast,not exact library replication.",01210c5d8670ecb650182efff516de9cf298dc07c31834ce7e3eac497e3d30c2,726,-0.007636112439313281,-0.0026571866078684003,0.07717542712060926,0.24596991820087744,0.18181818181818182
0102,discard,"Random cutpoint tree ensemble+RSI: depth5,leaf120,1uniform cuts per chosen feature,bootstrap=False,trees=60,fixedseed711. Inspiration:Geurts/Ernst/Wehenkel,April2006,https://orbi.uliege.be/handle/2268/9357 . Local variant retaining return-shrunk leaves and5-day forecast,not exact library replication.",fed565f59525c2babc329c32d1f07d1fcc01a888be7ba49ea35c34b06a817e0d,726,0.29170291182510577,0.09291246357236393,0.573717658536692,0.21976559592766953,0.22589531680440772
0103,discard,"Random cutpoint tree ensemble+RSI: depth5,leaf60,1uniform cuts per chosen feature,bootstrap=False,trees=60,fixedseed711. Inspiration:Geurts/Ernst/Wehenkel,April2006,https://orbi.uliege.be/handle/2268/9357 . Local variant retaining return-shrunk leaves and5-day forecast,not exact library replication.",844d806b8e264bc8895de42a0f73e3c9284f61c062ee6f9d793a42c1191cf978,726,0.21786949586277227,0.07081059100743481,0.4766154930349693,0.2713834987891076,0.3168044077134986
0104,discard,"Random cutpoint tree ensemble+RSI: depth3,leaf120,4uniform cuts per chosen feature,bootstrap=True,trees=60,fixedseed711. Inspiration:Geurts/Ernst/Wehenkel,April2006,https://orbi.uliege.be/handle/2268/9357 . Local variant retaining return-shrunk leaves and5-day forecast,not exact library replication.",f963d10e5d3cc2e0d524c0ae06123e9dec9987d4b890c899a9d3614446208488,726,0.12946178253582974,0.04316283248846586,0.3287219999437511,0.26254221577846326,0.2809917355371901
0105,discard,"Forest+RSI prediction smoothing: EMA2 of forest return estimates only,retain independent reversal state; reduce near-boundary trades.",650ca5b56ae923dbf9d6c08ae3b240c87819b1b20ff759140de51cc529862e4e,726,0.47458068409800025,0.1443163548480959,0.8727231646982113,0.1825790129503161,0.12396694214876033
0106,discard,"Forest+RSI prediction smoothing: EMA3 of forest return estimates only,retain independent reversal state; reduce near-boundary trades.",4bdf3ddd89c088ce7e06c157e7010799d9b1dabf1ee0dcdf26e0c11c56b39001,726,0.4915748362515724,0.14887687453337106,0.9091272696464943,0.20426461501336646,0.07988980716253444
0107,discard,"Forest+RSI exit hysteresis: forecast must fall below-10bp before forest sleeve exits,retain10bp entry; RSI sleeve unchanged.",b2662ddb4958caae8c2ecde6d03c964cf2835c844828f3c5e43caa49d3d938e5,726,0.28458773562287365,0.09081905048250616,0.5593084440931999,0.26138462362265014,0.12121212121212122
0108,discard,Forest+RSI minimum forest holding of2 sessions: damp single-day predictor flips without changing RSI sleeve.,0d2eec6c025369d5a0f45f1cde79c4acfeab5b25c5b9328cea2cf27086ddb886,726,0.4034261719080692,0.12483959400894862,0.7551392396945608,0.227056730636793,0.18732782369146006
0109,discard,"Train-only historical analogues+RSI union: inverse squared-distance weighted75nearest neighbors on standardized15causal features; predict5-day training returns,shrink by10 pseudo-weight,entry>2bp per forecast day,exit<0. Neighbor bank fixed before validation,not updated from validation labels.",60ed0ed645813ea96d39bbc6a5acdb0d214b8be75d96045aadc121e80bd2f9a3,726,0.23218321033030853,0.07516239613147824,0.5338217706737876,0.2752670713875177,0.2865013774104683
0110,discard,"Train-only historical analogues+RSI union: inverse squared-distance weighted150nearest neighbors on standardized15causal features; predict5-day training returns,shrink by10 pseudo-weight,entry>2bp per forecast day,exit<0. Neighbor bank fixed before validation,not updated from validation labels.",e72eacac0149a2c61a17f17f7e01cdcd33e75fd5410fad8f68da5313de697dc2,726,0.1788446490921234,0.05877361307082363,0.4359714890775322,0.2963244480567264,0.27548209366391185
0111,discard,"Train-only historical analogues+RSI union: inverse squared-distance weighted300nearest neighbors on standardized15causal features; predict5-day training returns,shrink by10 pseudo-weight,entry>2bp per forecast day,exit<0. Neighbor bank fixed before validation,not updated from validation labels.",90fc48cb42878eefbd0e6147ab3dc4416f72d7e9b211425d42f43852f835bd63,726,0.3417968256794186,0.10744208660931465,0.6969248456397219,0.2514346064475711,0.24793388429752067
0112,discard,"Train-only historical analogues+RSI union: inverse squared-distance weighted150nearest neighbors on standardized8causal features; predict5-day training returns,shrink by10 pseudo-weight,entry>2bp per forecast day,exit<0. Neighbor bank fixed before validation,not updated from validation labels.",be68afc1b5908be1efb11649e0225066236697e8c2301bcd967f4443dd7d2701,726,0.13496363800348576,0.04492385274497601,0.34839699119729156,0.23407758260959122,0.27548209366391185
0113,discard,"Train-only historical analogues+RSI union: inverse squared-distance weighted150nearest neighbors on standardized8causal features; predict1-day training returns,shrink by10 pseudo-weight,entry>2bp per forecast day,exit<0. Neighbor bank fixed before validation,not updated from validation labels.",6efe114e7317de5690feb2ccc54108eb76108512c6119fc820083d82af81561d,726,0.21490477480653825,0.06990505626693455,0.5037804197139345,0.19886393587704398,0.30578512396694213
0114,discard,"Train-only historical analogues+RSI union: inverse squared-distance weighted150nearest neighbors on standardized8causal features; predict10-day training returns,shrink by10 pseudo-weight,entry>2bp per forecast day,exit<0. Neighbor bank fixed before validation,not updated from validation labels.",309b779d62fc44e241534409f3d38150de1c4898f5f0bf46f2abfc39c69a39fd,726,-0.05942819002534483,-0.021041794777074907,-0.021632108820570917,0.3301001759503239,0.21487603305785125
0115,discard,Volatility-normalized forest+RSI: divide return and MA-deviation features by current trailing20-day return volatility; retain raw RSI/OHLC/volume terms. Tests risk-relative regimes rather than absolute moves.,54225d4034a1b9757f8dbbddafa163375cce7306f18af6c384820875854c0e45,726,0.21488654677670338,0.06989948429681236,0.48206682627523256,0.18867107539457106,0.24242424242424243
0116,discard,"Training recency restriction: fit forest on last1000supplied training records only,retaining5-day target/depth3/minleaf120 and RSI union. Uses no2020-or-later observations in fitting.",ae64708d727934f3b07ec51a8b35467ac0a6aca4cf5014f571a7a24894465601,726,-0.0029375798980130208,-0.0010206352292766452,0.0691772437624882,0.2645111300071602,0.15426997245179064
0117,discard,"Training recency restriction: fit forest on last1500supplied training records only,retaining5-day target/depth3/minleaf120 and RSI union. Uses no2020-or-later observations in fitting.",05515a49453523baabaa99447284ffd77a25584b328378c6056cdd5be96bb47a,726,0.27401839695246455,0.08769533907723615,0.52242459076733,0.29105696515659296,0.16804407713498623
0118,discard,"Gradient boosting squared-error residual trees depth1, stages30, shrinkage0.1, train-only 5day labels; retain RSI union. Friedman October2001 https://doi.org/10.1214/aos/1013203451 inspires additive error correction versus bootstrap averaging; standard-library adaptation.",2fd11c658f4149c76e306fbe1c61a7477ca9525a541dbdbae3433826eba3dc90,726,0.32021426185330704,0.10122630168294267,0.6465938044911294,0.2515461283039946,0.17079889807162535
0119,discard,"Gradient boosting squared-error residual trees depth2, stages30, shrinkage0.1, train-only 5day labels; retain RSI union. Friedman October2001 https://doi.org/10.1214/aos/1013203451 inspires additive error correction versus bootstrap averaging; standard-library adaptation.",ec042775eb108382d293fdbec73caa9768fb69d9d08574f0cef8aaa664a8ead5,726,0.3504361910308842,0.10991193026378876,0.7062608027928539,0.2632314884640765,0.21487603305785125
0120,discard,"Gradient boosting squared-error residual trees depth3, stages30, shrinkage0.1, train-only 5day labels; retain RSI union. Friedman October2001 https://doi.org/10.1214/aos/1013203451 inspires additive error correction versus bootstrap averaging; standard-library adaptation.",f5d25e747bbb8f66bf3a395008fca7436bf97caf4e3f3953c63f0103bd58aaa4,726,0.33123119111585164,0.1044074020494572,0.6863506352521277,0.24291909645849585,0.21487603305785125
0121,discard,"Gradient boosting squared-error residual trees depth2, stages80, shrinkage0.05, train-only 5day labels; retain RSI union. Friedman October2001 https://doi.org/10.1214/aos/1013203451 inspires additive error correction versus bootstrap averaging; standard-library adaptation.",da35c0a5ac32ba2974faddb5bf8bdbfae2e1e0e8865678e50bd4e2ec6f904765,726,0.15564360570820224,0.051493639896398546,0.3712282485741369,0.2888683938029576,0.20385674931129477
0122,discard,"Gradient boosting squared-error residual trees depth3, stages80, shrinkage0.05, train-only 5day labels; retain RSI union. Friedman October2001 https://doi.org/10.1214/aos/1013203451 inspires additive error correction versus bootstrap averaging; standard-library adaptation.",454f630028862b0e4af2cf0625238e466975761ca5980a6b7fd95e1450bf6b36,726,0.3497662083854465,0.10972076354960514,0.7099346491122264,0.3382891539980424,0.24517906336088155
0123,discard,"Gradient boosting squared-error residual trees depth2, stages150, shrinkage0.05, train-only 5day labels; retain RSI union. Friedman October2001 https://doi.org/10.1214/aos/1013203451 inspires additive error correction versus bootstrap averaging; standard-library adaptation.",b46ac2f622bacbf36a6d9d0648c8f4eb2bbcf283902b4a189f041648c0065085,726,0.3190002344455436,0.10087469672991745,0.6742942148562245,0.26364498097314326,0.256198347107438
0124,discard,"Complementary forest and gradient-boosted model ensemble: prediction, boosted prediction weight0.25; original20tree forest depth3 plus30stage depth2 boosting; each independently train-only fit; RSI reversal retained. Friedman October2001 https://doi.org/10.1214/aos/1013203451 methodological source.",0e87e278048f194b1f6f9c9b6e751a1dbe6ba41e72c16ab1e78bdc67326d60ce,726,0.4725889398287486,0.14377961151634078,0.8703663331366279,0.21001668991695555,0.19559228650137742
0125,discard,"Complementary forest and gradient-boosted model ensemble: prediction, boosted prediction weight0.5; original20tree forest depth3 plus30stage depth2 boosting; each independently train-only fit; RSI reversal retained. Friedman October2001 https://doi.org/10.1214/aos/1013203451 methodological source.",38301aafd8534b9f3848841457c3b3de90d4c337d9f4f5f73dd2162def6b7967,726,0.3954694583637124,0.12262188671414265,0.7620942532276992,0.26868001204072844,0.21212121212121213
0126,discard,"Complementary forest and gradient-boosted model ensemble: prediction, boosted prediction weight0.75; original20tree forest depth3 plus30stage depth2 boosting; each independently train-only fit; RSI reversal retained. Friedman October2001 https://doi.org/10.1214/aos/1013203451 methodological source.",f47da4e6b0049de9dfd472cd76f64f97785bc72d7e7222aa571452f1aa4863e2,726,0.3946532280355648,0.12239391930622068,0.7703093365655056,0.2599164534738879,0.21212121212121213
0127,discard,"Complementary forest and gradient-boosted model ensemble: union, boosted prediction weight0; original20tree forest depth3 plus30stage depth2 boosting; each independently train-only fit; RSI reversal retained. Friedman October2001 https://doi.org/10.1214/aos/1013203451 methodological source.",da086214e4ebfee1c7e377cd525e06c7da551a2916ab37e45874dfeb76ef4af4,726,0.37432845751064603,0.11668903906027084,0.7120154079447001,0.2547795324124442,0.21487603305785125
0128,discard,"Complementary forest and gradient-boosted model ensemble: intersection, boosted prediction weight0; original20tree forest depth3 plus30stage depth2 boosting; each independently train-only fit; RSI reversal retained. Friedman October2001 https://doi.org/10.1214/aos/1013203451 methodological source.",a270d0b9042c66a9431eb399f7c4aa8ad3818d32dc995774a75c639597daf6a9,726,0.5663124704326463,0.1685404329274609,1.0405691432325204,0.17469624049222487,0.2066115702479339
0129,discard,"Complementary forest and gradient-boosted model ensemble: average, boosted prediction weight0; original20tree forest depth3 plus30stage depth2 boosting; each independently train-only fit; RSI reversal retained. Friedman October2001 https://doi.org/10.1214/aos/1013203451 methodological source.",132f2153ae9e5d9d053637cde14b8f1c879aaf5b351e12d40135f2b6875bc87a,726,0.4696512273766087,0.14298707903849084,0.887107871212111,0.21510763571719982,0.2110242042028254
0130,discard,"Continuous confidence sizing of forest: full exposure at predicted5day return0.0025, otherwise linear positive fraction; RSI reversal still100%. Hypothesis weak predictions merit less capital; fixed fit identical to0084.",e7227fbd9a157c50705e01668f30b11884f3e2cc21cff40711fb71fe965268da,726,0.37609259576293397,0.11718638245630064,0.8340826399115462,0.19268961042137644,0.23131495728287976
0131,discard,"Continuous confidence sizing of forest: full exposure at predicted5day return0.005, otherwise linear positive fraction; RSI reversal still100%. Hypothesis weak predictions merit less capital; fixed fit identical to0084.",2b9189bf6f121fc2305c0245356ea5a207c32854124dae9543ccf303118692b6,726,0.3643596572887884,0.11387078722367394,0.9148557427828428,0.13484939289342213,0.14521197661228707
0132,discard,"Forest signal persistence: enter after2consecutive forecasts above10bp, exit after1consecutive forecasts belowzero; RSI reversal unchanged. Hypothesis confirmed signals reduce transient model turnover; different from smoothing predictions or minimum holding time.",f572a2007d5788b9f8afa6b59e05dd72a49084daf8a6f55d37504874884f50eb,726,0.3777006942828163,0.11763937280178993,0.8145857625613732,0.1839949825866506,0.08264462809917356
0133,discard,"Forest signal persistence: enter after1consecutive forecasts above10bp, exit after2consecutive forecasts belowzero; RSI reversal unchanged. Hypothesis confirmed signals reduce transient model turnover; different from smoothing predictions or minimum holding time.",e02b865e9a2f36a1c5f8433f9ebbc6f11d1d1da51364165f94899ff4eaa20038,726,0.09915258328934962,0.0333597273084254,0.26545837034375586,0.2978537830572583,0.10743801652892562
0134,discard,"Forest signal persistence: enter after2consecutive forecasts above10bp, exit after2consecutive forecasts belowzero; RSI reversal unchanged. Hypothesis confirmed signals reduce transient model turnover; different from smoothing predictions or minimum holding time.",c870d9ba44841cedd0b75abd1e437ff03d45d7d24e28bbc46e5024ed69818ec6,726,-0.011276653838869,-0.003928709698956534,0.06953818999115713,0.27481870804261055,0.046831955922865015
0135,discard,"Forest signal persistence: enter after3consecutive forecasts above10bp, exit after1consecutive forecasts belowzero; RSI reversal unchanged. Hypothesis confirmed signals reduce transient model turnover; different from smoothing predictions or minimum holding time.",9edecf5912749780e6d65fb7938fed2e429681642a031a8f5ae302cefc9750b1,726,0.41857926280990343,0.12904048855474337,0.9339626583397442,0.14406584856313542,0.05785123966942149
0136,discard,"Two-sleeve staggered execution: half capital follows current combined forest/RSI signal and half previous signal; legal causal one-signal delay, total weight<=1. Hypothesis gradual transitions reduce unstable timing losses.",96328e93b4137c37d5070317d0513589d0c580543744df653592ea9dcd9fdc88,726,0.37395477623909246,0.11658363786917536,0.7412172951560559,0.18934269961220163,0.1311744050764147
0137,discard,"Conditional leaf-distribution forest: modequantile, quantile0.4, tail cutoff0; treewise normalized empirical bootstrap outcome weights, train-only5day labels. Quantile mode replaces mean signal and keeps RSI; tail mode gates combined exposure. Meinshausen June2006 https://www.jmlr.org/papers/v7/meinshausen06a.html inspires distributional risk rather than mean alone; adapted shallow forest.",a58aab75feecea2615f03d3d3aaeef89e7ac1d11a27ac4d28885155c98794568,726,0.2612046213784347,0.08388552201832011,0.8650410789434949,0.0986802709798611,0.01928374655647383
0138,discard,"Conditional leaf-distribution forest: modequantile, quantile0.5, tail cutoff0; treewise normalized empirical bootstrap outcome weights, train-only5day labels. Quantile mode replaces mean signal and keeps RSI; tail mode gates combined exposure. Meinshausen June2006 https://www.jmlr.org/papers/v7/meinshausen06a.html inspires distributional risk rather than mean alone; adapted shallow forest.",3eef5f0519fab6f51d08e284a0a99a268be8a6adbf4cb68a64b7416a364208f8,726,0.5514337835616296,0.16467546775224107,0.9579416920048013,0.19011773674435573,0.18732782369146006
0139,discard,"Conditional leaf-distribution forest: modetail, quantile0.1, tail cutoff-0.03; treewise normalized empirical bootstrap outcome weights, train-only5day labels. Quantile mode replaces mean signal and keeps RSI; tail mode gates combined exposure. Meinshausen June2006 https://www.jmlr.org/papers/v7/meinshausen06a.html inspires distributional risk rather than mean alone; adapted shallow forest.",78ae1ae36a076a92eff41e651c019ebfdf321c74f4ff5cf0ff67f1fe32cd227d,726,0.011455834929564812,0.00396162804307032,0.5640066297542686,0.0004999999999999449,0.0027548209366391185
0140,discard,"Conditional leaf-distribution forest: modetail, quantile0.1, tail cutoff-0.05; treewise normalized empirical bootstrap outcome weights, train-only5day labels. Quantile mode replaces mean signal and keeps RSI; tail mode gates combined exposure. Meinshausen June2006 https://www.jmlr.org/papers/v7/meinshausen06a.html inspires distributional risk rather than mean alone; adapted shallow forest.",aaefb9bc9c109e50f52b0856af000d815284db39c0a9eb681038de615e793cf3,726,0.5876591266133477,0.17404390878788423,1.0180235056443878,0.16772982417386717,0.21763085399449036
0141,discard,"Conditional leaf-distribution forest: modetail, quantile0.25, tail cutoff-0.01; treewise normalized empirical bootstrap outcome weights, train-only5day labels. Quantile mode replaces mean signal and keeps RSI; tail mode gates combined exposure. Meinshausen June2006 https://www.jmlr.org/papers/v7/meinshausen06a.html inspires distributional risk rather than mean alone; adapted shallow forest.",f5d012cb82b4d19fbeeee309e1e6fb2a172b28e7f8ab8260ff0e367761b4ec00,726,0.0,0.0,0.0,0.0,0
0142,discard,"Conditional leaf-distribution forest: modetail, quantile0.25, tail cutoff-0.02; treewise normalized empirical bootstrap outcome weights, train-only5day labels. Quantile mode replaces mean signal and keeps RSI; tail mode gates combined exposure. Meinshausen June2006 https://www.jmlr.org/papers/v7/meinshausen06a.html inspires distributional risk rather than mean alone; adapted shallow forest.",55783ebd073e5b2b81c798339073bbf885d5e5398e026f680d9441cd3d882dca,726,0.545497314907087,0.1631266258900852,0.9836519353258147,0.14924469400824458,0.26170798898071623
0143,discard,"Causal feature extension trend_persistence: distinguish persistence, volatility shape, candle pressure, signed volume or overnight versus intraday returns within120 supplied bars. Fixed forest5day horizon/depth3/minleaf120/20trees/seed711 and RSI union; no date features or validation fitting.",6473f0c0151475765da4fd36d041b0d450d97e28ad839c96225c44ff73df1802,726,0.16002852578403504,0.05287679594802075,0.37835573212892776,0.2276163841897526,0.10743801652892562
0144,discard,"Causal feature extension volatility_shape: distinguish persistence, volatility shape, candle pressure, signed volume or overnight versus intraday returns within120 supplied bars. Fixed forest5day horizon/depth3/minleaf120/20trees/seed711 and RSI union; no date features or validation fitting.",7ac8d34fe51a7da9226192a9801a64c6f953e5240ecad2a988df6cfca14d03c3,726,0.12976619608391582,0.043260414609729514,0.3230622112464423,0.25166627654097196,0.18732782369146006
0145,discard,"Causal feature extension candle_pressure: distinguish persistence, volatility shape, candle pressure, signed volume or overnight versus intraday returns within120 supplied bars. Fixed forest5day horizon/depth3/minleaf120/20trees/seed711 and RSI union; no date features or validation fitting.",b1d887af2243586d777ca67813c359bad1a76a3d0badc75568c05f30bd8a4e3d,726,0.2956529760977238,0.09407139512560514,0.6262531352122755,0.2023026966939201,0.162534435261708
0146,discard,"Causal feature extension volume_pressure: distinguish persistence, volatility shape, candle pressure, signed volume or overnight versus intraday returns within120 supplied bars. Fixed forest5day horizon/depth3/minleaf120/20trees/seed711 and RSI union; no date features or validation fitting.",e7963198ca0d748f60b9fd4ef731a702863baaec9d1908f52ec83f9177075bf2,726,0.16029887856018865,0.052961962801194584,0.3777470255250935,0.2212408147357282,0.15977961432506887
0147,discard,"Causal feature extension overnight_intraday: distinguish persistence, volatility shape, candle pressure, signed volume or overnight versus intraday returns within120 supplied bars. Fixed forest5day horizon/depth3/minleaf120/20trees/seed711 and RSI union; no date features or validation fitting.",fb069858623d99c9e0d3c5ad8375aae9f50d5e057202ab0af74bc2174b7a6172,726,0.22437770264190515,0.07279340102429721,0.4700812807159487,0.17556403226711415,0.09090909090909091
0148,keep,"Causal feature extension trend_and_volatility: distinguish persistence, volatility shape, candle pressure, signed volume or overnight versus intraday returns within120 supplied bars. Fixed forest5day horizon/depth3/minleaf120/20trees/seed711 and RSI union; no date features or validation fitting.",ba3bbd1ff33e763bd93c934a787b2a709489a2c1ce56bb9da93aed48179ab144,726,0.7823737667822332,0.22214727566656234,1.2958062507660895,0.14385805865041612,0.15151515151515152
0149,keep,"Causal feature extension all_five_groups: distinguish persistence, volatility shape, candle pressure, signed volume or overnight versus intraday returns within120 supplied bars. Fixed forest5day horizon/depth3/minleaf120/20trees/seed711 and RSI union; no date features or validation fitting.",31af21985583243e2ddc9223337688fffaa89637f5ad47f3d56d9a122b3d8829,726,0.8266178226190237,0.2325934615287173,1.2822191252928388,0.2122561904164223,0.14049586776859505
0150,discard,"Feature-group ablation of0149: removetrend_persistence indices15:21; retains remaining groups and original forest/RSI rules. Tests whether improvement needs this information; fixed seed711, no date features.",271d9cc0a4b2a6510cc7c2fd47b17283fa75ce8fbcb1d872a93787fe986cbea6,726,0.2464976402842478,0.07948153455542761,0.5008917511183634,0.22941752989961461,0.1487603305785124
0151,discard,"Feature-group ablation of0149: removevolatility_shape indices21:25; retains remaining groups and original forest/RSI rules. Tests whether improvement needs this information; fixed seed711, no date features.",21b0a82f1a381eacdc507a715895a21f609ff8a4262095afa1b55966656af07f,726,0.2830664878525402,0.0903704902301119,0.5844471218756867,0.2766378640971777,0.1349862258953168
0152,discard,"Feature-group ablation of0149: removecandle_pressure indices25:31; retains remaining groups and original forest/RSI rules. Tests whether improvement needs this information; fixed seed711, no date features.",383f6f1116c9fa3469ae4875b85422bb1e07fc88dc60b1a8ed2e501dd23d82ce,726,0.04742512064240545,0.016213214269596543,0.18036693358628442,0.30037891204586176,0.14600550964187328
0153,discard,"Feature-group ablation of0149: removevolume_pressure indices31:34; retains remaining groups and original forest/RSI rules. Tests whether improvement needs this information; fixed seed711, no date features.",23382665e0202e8fce2559d78a90239a88e9e79dcfd76332f8206308cfddc1e0,726,0.14514815367749456,0.04816903582410581,0.36359016599035254,0.24351714706048333,0.11019283746556474
0154,discard,"Feature-group ablation of0149: removeovernight_intraday indices34:40; retains remaining groups and original forest/RSI rules. Tests whether improvement needs this information; fixed seed711, no date features.",e783dc24287a8c95053cb2574780ce836eff73d4e2c4a2382fd5d5dd7c158653,726,0.27410054110086035,0.08771968145394426,0.5750899815345494,0.24259254244983053,0.18457300275482094
0155,discard,Forest ensemble stabilization: increase0148from20to60trees with unchanged seed711/depth3/leaf120/features and allocation. Tests whether feature-extension improvement persists with more bootstrap averaging.,16d14ce662ad28b9c4448d522b6f77ec6bfd4b02e86269a0e440085f6d8bc013,726,0.2721319536695812,0.08713603332449082,0.5425117492829947,0.21435307573905216,0.162534435261708
0156,discard,Forest ensemble stabilization: increase0149from20to60trees with unchanged seed711/depth3/leaf120/features and allocation. Tests whether feature-extension improvement persists with more bootstrap averaging.,6dd39b425c8e939ce5abca6b6f29fc4615259bf6ed54f85f824e714df45b1615,726,0.23779304347394037,0.07685895259546971,0.4862516441891597,0.19853480185354,0.08539944903581267
